2022-05-17 12:05:407 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:972 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (69934dc2db83df7dfcb87c3ecd109a07)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:741 INFO  LoginPage :64 - get the 'LOGOUT' link :[[ChromeDriver: chrome on WINDOWS (69934dc2db83df7dfcb87c3ecd109a07)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 18:05:425 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:976 INFO  HomePage :38 - click on 'LOGIN' link :[[ChromeDriver: chrome on WINDOWS (56e0a1adf5d7cad278fe6d5b8d1759c1)] -> link text: Log in]
2022-05-17 18:05:696 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp2@gmail.comto email address field
2022-05-17 18:05:800 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 18:05:926 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (56e0a1adf5d7cad278fe6d5b8d1759c1)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:671 INFO  LoginPage :69 - click on 'LOGOUT' button :[[ChromeDriver: chrome on WINDOWS (56e0a1adf5d7cad278fe6d5b8d1759c1)] -> xpath: //a[contains(text(),'Log out')]]
2022-05-17 18:05:397 INFO  HomePage :33 - get the 'LOGIN LINK' : [[ChromeDriver: chrome on WINDOWS (56e0a1adf5d7cad278fe6d5b8d1759c1)] -> link text: Log in]
2022-05-17 18:05:166 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:55 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (9f5673d9056f114bd7642820138bab22)] -> link text: Log in]
2022-05-17 18:05:653 INFO  LoginPage :59 - get the 'WELCOME' text :[[ChromeDriver: chrome on WINDOWS (9f5673d9056f114bd7642820138bab22)] -> xpath: //h1[contains(text(),'Welcome, Please Sign In!')]]
2022-05-17 18:05:413 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:255 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (f4a965628a6ad9648a72912d96a24aac)] -> link text: Log in]
2022-05-17 18:05:746 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :abcd123@gmail.comto email address field
2022-05-17 18:05:826 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz1234to password field
2022-05-17 18:05:914 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (f4a965628a6ad9648a72912d96a24aac)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:343 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (f4a965628a6ad9648a72912d96a24aac)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 18:05:60 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:855 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (41372e6e690893b1042431750b388380)] -> link text: Log in]
2022-05-17 18:05:349 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyz123@gmail.comto email address field
2022-05-17 18:05:434 INFO  LoginPage :44 - enter the 'PASSWORD' :abc123to password field
2022-05-17 18:05:518 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (41372e6e690893b1042431750b388380)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:921 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (41372e6e690893b1042431750b388380)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 18:05:650 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:697 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (1766246b5b42d13599ef497e6a24398f)] -> link text: Log in]
2022-05-17 18:05:176 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :adfafasd@gmail.comto email address field
2022-05-17 18:05:256 INFO  LoginPage :44 - enter the 'PASSWORD' :xyz123to password field
2022-05-17 18:05:341 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (1766246b5b42d13599ef497e6a24398f)] -> xpath: //button[contains(text(),'Log in')]]
2022-05-17 18:05:758 INFO  LoginPage :54 - get the 'ERROR MESSAGE' text :[[ChromeDriver: chrome on WINDOWS (1766246b5b42d13599ef497e6a24398f)] -> xpath: //div[@class='message-error validation-summary-errors']]
2022-05-17 18:05:496 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-17 18:05:760 INFO  HomePage :38 - click on 'loginLink' link :[[ChromeDriver: chrome on WINDOWS (ca4467800e4fed90ed2ae0c1af931089)] -> link text: Log in]
2022-05-17 18:05:344 INFO  LoginPage :39 - enter the 'EMAIL ADDRESS' :xyp2@gmail.comto email address field
2022-05-17 18:05:453 INFO  LoginPage :44 - enter the 'PASSWORD' :Abc123to password field
2022-05-17 18:05:588 INFO  LoginPage :49 - click on 'LOGIN' button :[[ChromeDriver: chrome on WINDOWS (ca4467800e4fed90ed2ae0c1af931089)] -> xpath: //button[contains(text(),'Log in')]]
